delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.4,400,unexp,2,1,25,1,367.6144431687412,368.61445012110335,368.61445012110335,368.61445012110335,space,1.0612070281817978,370.0978623803032,370.39781384619255,370.39781384619255,370.39781384619255,370.39781384619255,230,26,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.7,400,unexp,2,2,26,2,373.09786542610027,374.0832707620716,374.0832707620716,374.09989088101656,space,0.36060124566984086,375.1645408328797,,375.46466246611544,375.46466246611544,375.46466246611544,890 ,27,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,2,3,27,7,379.2479808353164,380.2480798237143,380.2480798237143,380.2480798237143,space,1.2831423275106317,381.9312999990727,382.2312471611185,382.2312471611185,382.2312471611185,382.2312471611185,567,28,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,2,4,28,4,385.34801771594357,386.3479478612544,386.3479478612544,386.3479478612544,space,0.7432390779104026,387.4979248191391,387.7980083799139,387.7980083799139,387.7980083799139,387.7980083799139,780,29,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.1,1000,exp,2,5,29,9,390.3147728431454,391.3146698819687,391.3146698819687,391.3146698819687,space,2.00091912092239,393.4316015991755,393.73148718315406,393.73148718315406,393.73148718315406,393.73148718315406,"679
",30,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.1,1000,exp,2,6,30,3,396.6648573971147,397.64828561364175,397.64828561364175,397.6650103490879,space,0.9223306094031614,398.6980515507741,,398.99815961034983,398.99815961034983,398.99815961034983,"560
",31,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.7,1000,exp,2,7,31,8,401.7481384221978,402.73275085778914,402.73275085778914,402.7493994483134,space,0.5900494002480627,404.0481615967389,404.3481839105116,404.3481839105116,404.3481839105116,404.3481839105116,"890
",32,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.1,400,unexp,2,8,32,0,410.8481474933751,411.84818655903064,411.84818655903064,411.84818655903064,space,6.650147938398277,418.61497711017427,418.9150378274726,418.9150378274726,418.9150378274726,418.9150378274726,560,33,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.7,1000,exp,2,9,33,5,421.5317630264094,422.53172561607835,422.53172561607835,422.53172561607835,space,2.0867569600486604,425.3316987998234,,425.63172972128314,425.63172972128314,425.63172972128314,"670
",34,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.7,1000,exp,2,10,34,11,429.48189008910913,430.48174905547194,430.48174905547194,430.48174905547194,space,1.2479481447176113,432.44851173095293,432.74855854352654,432.74855854352654,432.74855854352654,432.74855854352654,"890
",35,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,2,11,35,10,436.2160069205802,437.2152510994665,437.2152510994665,437.2152510994665,space,0.45867160092893755,438.08191829583683,,438.3819310087283,438.3819310087283,438.3819310087283,450,36,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,3,0,36,4,441.2501724848007,442.2486528970162,442.2486528970162,442.2653180407842,space,0.6963841280266934,443.3652717579145,,443.6657347190385,443.6657347190385,443.6657347190385,"560
",37,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.1,1000,exp,3,1,37,3,448.11530459955065,449.1152767901008,449.1152767901008,449.1152767901008,space,1.5740900867972414,450.79999768254555,,451.09877353705724,451.09877353705724,451.09877353705724,456,38,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843, 4.349391304117489]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785, 4.34939461476597]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.7,1000,exp,3,2,38,11,455.4492315322077,456.44875844049875,456.44875844049875,456.44875844049875,space,0.46474068225097653,457.63205840249265,457.93220387239944,457.93220387239944,457.93220387239944,457.93220387239944,560,39,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843, 4.349391304117489, 3.182801113437108]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785, 4.34939461476597, 3.1828047551507552]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,3,3,39,10,461.1154353701768,462.1155247576935,462.1155247576935,462.1155247576935,space,1.1653802333798922,463.6987646645186,463.9987727425014,463.9987727425014,463.9987727425014,463.9987727425014,"670
",40,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843, 4.349391304117489, 3.182801113437108, 3.066057043802175]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785, 4.34939461476597, 3.1828047551507552, 3.0660603544511105]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.4,1000,exp,3,4,40,7,467.0655299885184,468.06550383439344,468.06550383439344,468.06550383439344,space,3.463535606098958,471.9489864779859,,472.2489313225774,472.2489313225774,472.2489313225774,670,41,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843, 4.349391304117489, 3.182801113437108, 3.066057043802175, 2.834344074402452]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785, 4.34939461476597, 3.1828047551507552, 3.0660603544511105, 2.8343473850509326]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
0.1,400,unexp,3,5,41,0,475.0841560295521,476.08226763549465,476.08226763549465,476.09893774523607,space,0.3899153851862138,476.58226425863285,,476.8823001460655,476.8823001460655,476.8823001460655,670,42,"[64.85013024092268, 9.732799193261144, 34.917669793243476, 24.8494535443142, 3.4327584060683876, 3.1316251047819605, 4.366286869039868, 5.599688269312082, 2.8653264498320823, 3.7640944250001667, 5.5826251855619375, 9.33276522600454, 2.099304565119837, 2.515198526364202, 3.432824619043913, 2.6829163240145135, 2.4812835782549882, 2.7990972522939046, 2.3993662093998864, 2.232909437865146, 2.2159655374703107, 2.649257620120352, 2.0827900558701913, 5.932544869222511, 2.2659864607708187, 2.699379518207479, 3.782936651397904, 3.1158561536353773, 2.515837150511288, 2.932293590981317, 2.74896840184374, 6.499506382268919, 2.6160716768699785, 3.848943704404064, 3.4669014578771566, 2.8673254195587106, 4.448321103796843, 4.349391304117489, 3.182801113437108, 3.066057043802175, 2.834344074402452, 2.466232706826304]","[64.85013388263633, 9.732802503909625, 34.91767310389196, 24.849456854963137, 3.4327620477820346, 3.131629077560774, 4.366290179688804, 5.599691579961018, 2.8653300915457294, 3.7640980667138138, 5.582628496210873, 9.332768536653475, 2.0993078757687726, 2.515202168077849, 3.4328279296928486, 2.6829199657281606, 2.4812872199686353, 2.79910056294284, 2.399369520048822, 2.2329130795787933, 2.215968848119246, 2.6492615928987107, 2.0827933665191267, 5.932548510936158, 2.265989771419754, 2.6993828288564146, 3.782940293111551, 3.115859464283858, 2.515840461159769, 2.9322969016302523, 2.7489717124926756, 6.499509692917854, 2.6160753185836256, 3.8489473461177113, 3.4669047685256373, 2.8673293923370693, 4.4483244144457785, 4.34939461476597, 3.1828047551507552, 3.0660603544511105, 2.8343473850509326, 2.4662360174747846]",006637,001,2022-11-04_11h32.24.680,untitled,2022.2.2,59.98129404691774,
